,ROI,Behavior,Corr,p-value,nsamples,adjusted-p
1005,Cerebelum_Crus2_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.06717166132798487,0.0867913208679132,12,0.690385506903855
331,Precuneus_R,CBCL-som_prob_score,-0.06694619270045783,0.7813218678132187,15,0.986185043973161
471,Occipital_Sup_R,CBCL-som_prob_score,0.06694619270045783,1.0,15,1.0
576,Parietal_Sup_L,CBCL-som_prob_score,0.06694619270045783,0.5327467253274673,15,0.9185288367714952
511,Precentral_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.06686840171451489,0.7893210678932107,15,0.9874622293868175
458,Occipital_Sup_R,CBCL-attention_hyper_prob_score,-0.066080667651856,0.6033396660333966,15,0.9437914605904941
990,Cerebelum_Crus2_R,CBCL-obsessive_comp_prob_score,-0.06601181963728191,0.6321367863213678,15,0.9526280956403821
927,Frontal_Inf_Tri_L,CBCL-stress_prob_score,0.06553019434070784,0.44375562443755623,15,0.8982752950862952
315,Precuneus_R,CBCL-aggr_behav_score,-0.0653334065259877,0.7295270472952705,15,0.9839478479897676
1330,Occipital_Inf_R,CBCL-aggr_behav_score,-0.0653334065259877,0.9263073692630737,15,0.9960294293151329
144,Frontal_Sup_Medial_R,CBCL-attention_prob_score,-0.0650415208971034,0.6697330266973303,15,0.9636446427299715
813,Cerebelum_4_5_R,CBCL-externalizing_score,0.06499325260036456,0.3725627437256274,15,0.8764340957208628
806,Cerebelum_4_5_R,CBCL-anx_prob_score,-0.06477784504307094,0.6997300269973002,15,0.9679032096790321
45,Postcentral_L,CBCL-obsessive_comp_prob_score,-0.06447666104106604,0.9497050294970503,15,1.0
1102,Cerebelum_7b_R,CBCL-stress_prob_score,0.06404087174205539,0.5165483451654834,15,0.9130905091309051
91,Frontal_Sup_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.06389647274942534,0.9099090090990901,15,0.9940310316794407
159,Frontal_Sup_Medial_R,CBCL-total_problems_score,0.06342210484699409,0.3077692230776922,15,0.8764340957208628
731,Frontal_Mid_Orb_L,Vineland-personal_RAW_SCORE,-0.06332849283309637,0.3575642435756424,15,0.8764340957208628
276,Frontal_Sup_R,Vineland-personal_RAW_SCORE,-0.06332849283309637,0.8191180881911809,15,0.9884187245371434
1251,Angular_L,Vineland-community_RAW_SCORE,0.06332849283309637,0.9145085491450855,15,0.9940310316794407
796,CSF,Vineland-community_RAW_SCORE,0.06332849283309637,0.9239076092390761,15,0.9951927884134664
346,Precuneus_R,Vineland-personal_RAW_SCORE,-0.06332849283309637,0.7971202879712029,15,0.9874622293868175
503,Precentral_L,CBCL-sluggish_cogn_tempo_score,0.06309744802011204,0.5233476652334766,15,0.9150645484764882
920,Frontal_Inf_Tri_L,CBCL-obsessive_comp_prob_score,0.0629415024448502,0.43655634436556345,15,0.8982752950862952
680,Frontal_Inf_Tri_R,CBCL-som_comp_score,-0.06264106396359444,0.9521047895210479,15,1.0
371,Occipital_Mid_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.06241050826688055,0.6717328267173283,15,0.9648265942636506
385,Occipital_Mid_R,CBCL-aggr_behav_score,0.062363706229351897,0.8285171482851715,15,0.9896629384680579
973,Cerebelum_8_R,Vineland-domestic_RAW_SCORE,-0.06194717217613376,0.290970902909709,15,0.8754957837549578
1178,Frontal_Inf_Oper_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.061293786824083464,0.6667333266673333,12,0.9631958614838106
270,Frontal_Sup_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.06120084698771954,0.6069393060693931,12,0.9437914605904941
1065,Frontal_Inf_Orb_R,CBCL-som_comp_score,0.061113233135214086,0.49955004499550043,15,0.9027742387051617
750,Postcentral_R,CBCL-som_comp_score,0.061113233135214086,0.42795720427957207,15,0.8982752950862952
746,Postcentral_R,CBCL-oppo_def_prob_score,-0.06110832864761441,0.8303169683031697,15,0.9896629384680579
287,Thalamus_R,CBCL-depressive_prob_score,-0.061064788234112474,0.9775022497750225,15,1.0
1050,Frontal_Inf_Orb_R,CBCL-aggr_behav_score,-0.060878856081033994,0.9649035096490352,15,1.0
625,Parietal_Sup_R,Vineland-inter_pers_rel_RAW_SCORE,0.060382981538533755,0.932906709329067,15,0.9967767438570776
447,Occipital_Sup_L,Vineland-copy_skills_RAW_SCORE,-0.060382981538533755,0.5235476452354765,15,0.9150645484764882
902,Temporal_Inf_R,Vineland-copy_skills_RAW_SCORE,-0.060382981538533755,0.40435956404359563,15,0.8982752950862952
209,Frontal_Sup_Orb_L,Vineland-written_RAW_SCORE,-0.06033850051478917,0.8891110888911109,15,0.9906701637528555
1192,Frontal_Inf_Oper_R,CBCL-anxious_score,0.06016112004862796,0.46135386461353867,15,0.8982752950862952
912,Frontal_Inf_Tri_L,CBCL-anxious_score,0.06016112004862796,0.4233576642335766,15,0.8982752950862952
188,Frontal_Sup_Orb_L,CBCL-sluggish_cogn_tempo_score,0.05994257561910643,0.8313168683131686,15,0.9896629384680579
303,Thalamus_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.05979881641373996,0.15778422157784222,12,0.7696791296480108
1110,Cerebelum_7b_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.05970814340265321,0.05879412058794121,12,0.6188854798730654
1320,Frontal_Mid_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.05970814340265321,0.41855814418558146,12,0.8982752950862952
550,Parietal_Inf_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.05970814340265321,0.05299470052994701,12,0.5888300058883
1341,Occipital_Inf_R,CBCL-oppo_def_prob_score,-0.05961788160742869,0.9355064493550644,15,0.9967767438570776
1207,Frontal_Inf_Oper_R,CBCL-stress_prob_score,-0.05957290394609804,0.8129187081291871,15,0.9876655315404335
182,Frontal_Sup_Orb_L,CBCL-depressive_prob_score,0.05953816852825967,0.8743125687431257,15,0.9906701637528555
533,Parietal_Inf_L,CBCL-externalizing_score,0.05908477509124051,0.40155984401559847,15,0.8982752950862952
1325,Frontal_Mid_R,Vineland-inter_pers_rel_RAW_SCORE,0.058910225891252437,0.8905109489051095,15,0.9906701637528555
415,Occipital_Mid_R,Vineland-inter_pers_rel_RAW_SCORE,-0.058910225891252437,0.7805219478052194,15,0.986185043973161
1315,Frontal_Mid_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.0588235294117647,0.7821217878212179,15,0.986185043973161
405,Occipital_Mid_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.0588235294117647,0.5575442455754425,15,0.9254998670749038
615,Parietal_Sup_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.0588235294117647,0.6639336066393361,15,0.9631958614838106
71,Frontal_Sup_L,CBCL-anx_prob_score,-0.05875199899255271,0.6575342465753424,15,0.960905997082964
261,Frontal_Sup_R,CBCL-som_prob_score,0.05857791861290061,0.6123387661233877,15,0.9437914605904941
436,Occipital_Sup_L,CBCL-som_prob_score,-0.05857791861290061,0.8625137486251375,15,0.9906701637528555
156,Frontal_Sup_Medial_R,CBCL-som_prob_score,-0.05857791861290061,0.6879312068793121,15,0.9679032096790321
1040,Cerebelum_10_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.05821543981758688,0.6443355664433557,12,0.9570381212669038
112,Frontal_Sup_Medial_L,CBCL-depressive_prob_score,-0.058011548822406854,0.8065193480651934,15,0.9874622293868175
1001,Cerebelum_Crus2_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.05795261481924623,0.5473452654734526,15,0.9242086544033769
1128,Frontal_Med_Orb_L,CBCL-externalizing_score,-0.0576076557139595,0.8429157084291571,15,0.9906701637528555
1373,Frontal_Mid_Orb_R,CBCL-externalizing_score,-0.0576076557139595,0.8831116888311169,15,0.9906701637528555
953,Cerebelum_8_R,CBCL-externalizing_score,-0.0576076557139595,0.6787321267873213,15,0.9649796441675629
145,Frontal_Sup_Medial_R,CBCL-conduct_prob_score,0.05760221094612908,0.31816818318168183,15,0.8764340957208628
64,Postcentral_L,Vineland-expressive_RAW_SCORE,0.05756496756010619,0.9075092490750925,15,0.9940310316794407
1076,Frontal_Inf_Orb_R,Vineland-community_RAW_SCORE,-0.057437470243971125,0.3073692630736926,15,0.8764340957208628
981,Cerebelum_Crus2_R,CBCL-anx_prob_score,0.05724553747992315,0.33436656334366566,15,0.8764340957208628
118,Frontal_Sup_Medial_L,CBCL-sluggish_cogn_tempo_score,0.05678770321810084,0.4961503849615039,15,0.9027742387051617
857,Temporal_Mid_R,CBCL-stress_prob_score,0.05659425874879313,0.7011298870112989,15,0.9679032096790321
965,Cerebelum_8_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.055882352941176466,0.9707029297070293,15,1.0
408,Occipital_Mid_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.05531390518270947,0.31256874312568744,12,0.8764340957208628
1305,Frontal_Mid_R,CBCL-obsessive_comp_prob_score,-0.0552657094637709,0.9777022297770223,15,1.0
715,Frontal_Mid_Orb_L,CBCL-som_comp_score,-0.05500190982169268,0.5603439656034397,15,0.9272831582090019
252,Frontal_Sup_R,CBCL-depressive_prob_score,0.05495830941070124,0.6085391460853915,15,0.9437914605904941
1125,Frontal_Med_Orb_L,CBCL-conduct_prob_score,0.05457051563317493,0.7437256274372562,15,0.986185043973161
877,Temporal_Inf_R,CBCL-anxious_score,0.0539907487615892,0.6437356264373563,15,0.9570381212669038
688,Frontal_Inf_Tri_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.053818934772365976,0.41575842415758424,12,0.8982752950862952
967,Cerebelum_8_R,"VSA DAS_SA,rd_ABILITY_SCORE",0.053818934772365976,0.09959004099590041,12,0.6906856484162904
570,Parietal_Sup_L,CBCL-obsessive_comp_prob_score,0.053730550867555044,0.47535246475352466,15,0.9027742387051617
822,Cerebelum_4_5_R,CBCL-stress_prob_score,-0.053615613551488236,0.6719328067193281,15,0.9648265942636506
910,Frontal_Inf_Tri_L,CBCL-aggr_behav_score,0.05345460533944449,0.4791520847915208,15,0.9027742387051617
113,Frontal_Sup_Medial_L,CBCL-externalizing_score,0.053176297582116464,0.48855114488551143,15,0.9027742387051617
988,Cerebelum_Crus2_R,CBCL-externalizing_score,-0.053176297582116464,0.6113388661133886,15,0.9437914605904941
1009,Cerebelum_Crus2_R,Vineland-expressive_RAW_SCORE,-0.05313689313240572,0.3137686231376862,15,0.8764340957208628
414,Occipital_Mid_R,Vineland-expressive_RAW_SCORE,-0.05313689313240572,0.8093190680931907,15,0.9874622293868175
677,Frontal_Inf_Tri_R,CBCL-rule_break_behav_score,0.052363769589812176,0.6655334466553344,15,0.9631958614838106
675,Frontal_Inf_Tri_R,CBCL-obsessive_comp_prob_score,-0.05219539227133918,0.9641035896410359,15,1.0
297,Thalamus_R,CBCL-stress_prob_score,-0.05212629095283579,0.9217078292170783,15,0.9949043646136544
479,Occipital_Sup_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.05193084110465829,0.35256474352564743,12,0.8764340957208628
1069,Frontal_Inf_Orb_R,CBCL-total_problems_score,-0.051622643480111474,0.9367063293670633,15,0.9967767438570776
1007,Cerebelum_Crus2_R,Vineland-copy_skills_RAW_SCORE,-0.05154644765484589,0.31716828317168283,15,0.8764340957208628
1010,Cerebelum_Crus2_R,Vineland-inter_pers_rel_RAW_SCORE,0.05154644765484589,0.5775422457754225,15,0.930343747234472
1321,Frontal_Mid_R,Vineland-community_RAW_SCORE,-0.05154644765484589,0.5791420857914209,15,0.9306744010593214
1191,Frontal_Inf_Oper_R,CBCL-anx_prob_score,0.051219691429404926,0.46815318468153183,15,0.8982752950862952
388,Occipital_Mid_R,CBCL-attention_hyper_prob_score,-0.051062334094615996,0.8459154084591541,15,0.9906701637528555
1062,Frontal_Inf_Orb_R,CBCL-rule_break_behav_score,0.050867661887246104,0.634936506349365,15,0.9547917388712256
7,Frontal_Sup_Orb_R,CBCL-depressive_prob_score,-0.0503784502931428,0.8611138886111389,15,0.9906701637528555
296,Thalamus_R,CBCL-som_prob_score,0.05020964452534338,0.7601239876012399,15,0.986185043973161
856,Temporal_Mid_R,CBCL-som_prob_score,-0.05020964452534338,1.0,15,1.0
530,Parietal_Inf_L,CBCL-conduct_prob_score,0.05002297266374368,0.39916008399160086,15,0.8982752950862952
685,Frontal_Inf_Tri_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.049999999999999996,0.650934906509349,15,0.9582637950715969
1121,Frontal_Med_Orb_L,CBCL-anx_prob_score,0.049713229916775376,0.8709129087091291,15,0.9906701637528555
1180,Frontal_Inf_Oper_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.0492592183071889,0.8365163483651635,12,0.9898334490875238
305,Thalamus_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.0492592183071889,0.4697530246975302,12,0.8982752950862952
931,Frontal_Inf_Tri_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.04903682792397758,0.9089091090890911,15,0.9940310316794407
184,Frontal_Sup_Orb_L,CBCL-internalizing_score,0.04900005489449078,0.8029197080291971,15,0.9874622293868175
669,Frontal_Inf_Tri_R,CBCL-attention_prob_score,-0.04878114067282755,0.8787121287871212,15,0.9906701637528555
284,Thalamus_R,CBCL-attention_prob_score,-0.04878114067282755,0.9465053494650535,15,1.0
800,CSF,Vineland-inter_pers_rel_RAW_SCORE,0.048600936360283266,0.952904709529047,15,1.0
281,Thalamus_R,CBCL-anx_prob_score,0.04820676840414582,0.6863313668633136,15,0.9679032096790321
865,Temporal_Mid_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.047766514722122566,0.31056894310568944,12,0.8764340957208628
70,Frontal_Sup_L,CBCL-aggr_behav_score,-0.04751520474617288,0.5673432656734326,15,0.9288790747093515
630,Frontal_Mid_L,CBCL-aggr_behav_score,0.04751520474617288,0.3223677632236776,15,0.8764340957208628
1093,Cerebelum_7b_R,CBCL-externalizing_score,0.04726782007299241,0.5187481251874813,15,0.9150218479411505
377,Occipital_Mid_L,Vineland-copy_skills_RAW_SCORE,-0.047128180713001955,0.6905309469053095,15,0.9679032096790321
1360,Occipital_Inf_R,Vineland-inter_pers_rel_RAW_SCORE,-0.047128180713001955,0.8097190280971903,15,0.9874622293868175
438,Occipital_Sup_L,CBCL-thought_prob_score,-0.046450092960697895,0.8231176882311769,15,0.9884187245371434
93,Frontal_Sup_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.046344082720648466,0.3301669833016698,12,0.8764340957208628
632,Frontal_Mid_L,CBCL-anxious_score,0.04627778465279074,0.36136386361363865,15,0.8764340957208628
480,Occipital_Sup_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.04627381113705623,0.34796520347965204,12,0.8764340957208628
332,Precuneus_R,CBCL-stress_prob_score,-0.046169000558225974,0.7961203879612039,15,0.9874622293868175
395,Occipital_Mid_R,CBCL-obsessive_comp_prob_score,0.04605475788647575,0.8747125287471252,15,0.9906701637528555
1155,Frontal_Inf_Oper_L,CBCL-aggr_behav_score,0.04603035459785497,1.0,15,1.0
129,Frontal_Sup_Medial_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.04599588783555447,0.6065393460653935,12,0.9437914605904941
201,Frontal_Sup_Orb_L,Vineland-community_RAW_SCORE,-0.04565542506572064,1.0,15,1.0
1158,Frontal_Inf_Oper_L,CBCL-attention_hyper_prob_score,0.04505500067172,0.9681031896810319,15,1.0
347,Precuneus_R,Vineland-play_leisure_RAW_SCORE,-0.04437947515604539,0.9153084691530847,15,0.9941286709187886
1194,Frontal_Inf_Oper_R,CBCL-attention_prob_score,-0.04434649152075232,0.7433256674332567,15,0.986185043973161
523,Precentral_L,Vineland-receptive_RAW_SCORE,0.044313581318430384,0.9239076092390761,15,0.9951927884134664
1314,Frontal_Mid_R,CBCL-total_problems_score,0.044247980125809834,0.6877312268773123,15,0.9679032096790321
100,Frontal_Sup_L,Vineland-inter_pers_rel_RAW_SCORE,-0.044182669418439326,0.49875012498750126,15,0.9027742387051617
790,CSF,"VSA DAS_SA,PC_ABILITY_SCORE",0.044117647058823525,0.6803319668033196,15,0.9659885938383849
1208,Frontal_Inf_Oper_R,CBCL-thought_prob_score,-0.04345331276968513,0.7363263673632636,15,0.986185043973161
403,Occipital_Mid_R,CBCL-thought_prob_score,0.04345331276968513,0.8743125687431257,15,0.9906701637528555
1318,Frontal_Mid_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.04335414189996147,0.2973702629737026,12,0.8754957837549578
337,Precuneus_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.04335414189996147,0.19098090190980901,12,0.7745623132211273
409,Occipital_Mid_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.04302841120100258,0.29617038296170384,12,0.8754957837549578
1310,Frontal_Mid_R,CBCL-som_comp_score,-0.042779263194649864,0.8905109489051095,15,0.9906701637528555
614,Parietal_Sup_R,CBCL-total_problems_score,0.0427730474549495,0.618938106189381,15,0.9490836239486675
1103,Cerebelum_7b_R,CBCL-thought_prob_score,0.04195492267417875,0.5751424857514249,15,0.930343747234472
1346,Occipital_Inf_R,CBCL-som_prob_score,0.04184137043778615,0.6083391660833917,15,0.9437914605904941
651,Frontal_Mid_L,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.04160700551125371,0.7001299870012999,15,0.9679032096790321
955,Cerebelum_8_R,CBCL-obsessive_comp_prob_score,0.04144928209782818,0.43115688431156884,15,0.8982752950862952
774,CSF,CBCL-attention_prob_score,-0.041390058752702165,0.9139086091390861,15,0.9940310316794407
1384,Frontal_Mid_Orb_R,CBCL-total_problems_score,-0.04129811478408918,0.811918808119188,15,0.9875641454099594
381,Occipital_Mid_L,Vineland-personal_RAW_SCORE,-0.04123715812387671,0.6783321667833216,15,0.9649796441675629
475,Occipital_Sup_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.0411764705882353,0.9419058094190581,15,0.9988705898524455
125,Frontal_Sup_Medial_L,"VSA DAS_SA,PC_ABILITY_SCORE",0.0411764705882353,0.9303069693030697,15,0.9967767438570776
1296,Frontal_Mid_R,CBCL-anx_prob_score,0.04067446084099803,0.6859314068593141,15,0.9679032096790321
571,Parietal_Sup_L,CBCL-oppo_def_prob_score,0.04024207008501437,0.6031396860313969,15,0.9437914605904941
196,Frontal_Sup_Orb_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.040121041028708934,0.6123387661233877,15,0.9437914605904941
1297,Frontal_Mid_R,CBCL-anxious_score,-0.04010741336575198,0.9311068893110689,15,0.9967767438570776
282,Thalamus_R,CBCL-anxious_score,-0.04010741336575198,0.9545045495450455,15,1.0
514,Precentral_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.04006093456645068,0.9385061493850615,12,0.9967767438570776
1060,Frontal_Inf_Orb_R,CBCL-obsessive_comp_prob_score,0.03991412350161232,0.5317468253174683,15,0.9179353334703522
1338,Occipital_Inf_R,CBCL-externalizing_score,-0.03988222318658735,0.8371162883711629,15,0.9898334490875238
661,Frontal_Mid_L,Vineland-personal_RAW_SCORE,-0.0397644024765954,0.49135086491350866,15,0.9027742387051617
820,Cerebelum_4_5_R,CBCL-som_comp_score,0.03972360153788916,0.45695430456954306,15,0.8982752950862952
1203,Frontal_Inf_Oper_R,CBCL-sluggish_cogn_tempo_score,0.03943590501257003,0.49555044495550443,15,0.9027742387051617
1051,Frontal_Inf_Orb_R,CBCL-anx_prob_score,-0.03916799932836847,0.8691130886911309,15,0.9906701637528555
318,Precuneus_R,CBCL-attention_hyper_prob_score,-0.039047667248824004,0.7757224277572243,15,0.986185043973161
1348,Occipital_Inf_R,CBCL-thought_prob_score,-0.03895814248316599,0.8075192480751925,15,0.9874622293868175
1225,Angular_L,CBCL-aggr_behav_score,-0.038606103856265464,0.8751124887511249,15,0.9906701637528555
1109,Cerebelum_7b_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.038577196249174724,0.09499050094990501,12,0.6906856484162904
487,Occipital_Sup_R,Vineland-play_leisure_RAW_SCORE,0.03846221180190601,0.7847215278472153,15,0.986185043973161
745,Postcentral_R,CBCL-obsessive_comp_prob_score,-0.03837896490539646,0.6647335266473353,15,0.9631958614838106
1324,Frontal_Mid_R,Vineland-expressive_RAW_SCORE,0.038376645040070795,0.8687131286871312,15,0.9906701637528555
1057,Frontal_Inf_Orb_R,CBCL-depressive_prob_score,0.038165492646320305,0.5773422657734226,15,0.930343747234472
176,Frontal_Sup_Orb_L,CBCL-anx_prob_score,-0.037661537815738916,0.8571142885711429,15,0.9906701637528555
1213,Frontal_Inf_Oper_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.03737426025858748,0.35836416358364165,12,0.8764340957208628
778,CSF,CBCL-externalizing_score,-0.03692798443202532,0.9039096090390961,15,0.9933072626803255
148,Frontal_Sup_Medial_R,CBCL-externalizing_score,-0.03692798443202532,0.5677432256774323,15,0.9288790747093515
730,Frontal_Mid_Orb_L,Vineland-inter_pers_rel_RAW_SCORE,0.03681889118203278,0.6501349865013498,15,0.9580936643177786
1240,Angular_L,CBCL-som_comp_score,0.03666793988112845,0.6679332066793321,15,0.9631958614838106
928,Frontal_Inf_Tri_L,CBCL-thought_prob_score,-0.035961362292153215,0.7321267873212679,15,0.9855552906247838
863,Temporal_Mid_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.03587928984824398,0.258974102589741,12,0.8673773770948264
1250,Angular_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.035824886041591925,0.103989601039896,12,0.6906856484162904
1271,Angular_R,CBCL-oppo_def_prob_score,-0.03577072896445722,0.9503049695030497,15,1.0
546,Parietal_Inf_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.035663147581074604,0.9131086891310869,15,0.9940310316794407
444,Occipital_Sup_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.03560971961462282,0.48575142485751427,12,0.9027742387051617
759,Postcentral_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.03560971961462282,0.7677232276772322,12,0.986185043973161
389,Occipital_Mid_R,CBCL-attention_prob_score,-0.03547719321660186,0.8989101089891011,15,0.9932078276854168
230,Temporal_Pole_Mid_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.03529411764705882,0.9947005299470053,15,1.0
106,Frontal_Sup_Medial_L,CBCL-anx_prob_score,-0.0346486147904798,0.8237176282371763,15,0.9884187245371434
120,Frontal_Sup_Medial_L,CBCL-som_comp_score,0.03361227822436775,0.4961503849615039,15,0.9027742387051617
995,Cerebelum_Crus2_R,CBCL-som_comp_score,0.03361227822436775,0.4293570642935706,15,0.8982752950862952
707,Frontal_Mid_Orb_L,CBCL-depressive_prob_score,0.033585633528761864,0.9003099690030997,15,0.9932078276854168
996,Cerebelum_Crus2_R,CBCL-som_prob_score,-0.033473096350228916,0.6015398460153984,15,0.9437914605904941
891,Temporal_Inf_R,CBCL-som_prob_score,0.033473096350228916,0.6787321267873213,15,0.9649796441675629
226,Temporal_Pole_Mid_R,CBCL-som_prob_score,-0.033473096350228916,0.8729127087291271,15,0.9906701637528555
1018,Cerebelum_10_R,CBCL-attention_hyper_prob_score,-0.033040333825928,0.8857114288571143,15,0.9906701637528555
501,Precentral_L,CBCL-oppo_def_prob_score,0.03278983488408578,0.5903409659034097,15,0.9370491522276344
126,Frontal_Sup_Medial_L,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.03269121861598505,0.7957204279572043,15,0.9874622293868175
875,Temporal_Inf_R,CBCL-aggr_behav_score,-0.03266670326299385,0.9197080291970803,15,0.9944951450800866
619,Parietal_Sup_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.03264224298007092,0.270972902709729,12,0.8700475243955426
732,Frontal_Mid_Orb_L,Vineland-play_leisure_RAW_SCORE,-0.03254494844776662,0.47795220477952205,15,0.9027742387051617
1182,Frontal_Inf_Oper_L,Vineland-copy_skills_RAW_SCORE,-0.032400624240188844,0.5977402259774023,15,0.9413231905155942
555,Parietal_Inf_L,Vineland-inter_pers_rel_RAW_SCORE,-0.032400624240188844,0.44555544445555445,15,0.8982752950862952
1356,Occipital_Inf_R,Vineland-community_RAW_SCORE,-0.032400624240188844,0.8577142285771423,15,0.9906701637528555
901,Temporal_Inf_R,Vineland-community_RAW_SCORE,-0.032400624240188844,0.5305469453054694,15,0.9179353334703522
979,Cerebelum_8_R,Vineland-written_RAW_SCORE,-0.03237675637378931,0.36476352364763526,15,0.8764340957208628
265,Frontal_Sup_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.032352941176470584,0.9931006899310069,15,1.0
90,Frontal_Sup_L,"VSA DAS_SA,PC_ABILITY_SCORE",0.032352941176470584,0.8833116688331167,15,0.9906701637528555
1132,Frontal_Med_Orb_L,CBCL-rule_break_behav_score,0.0314182617538873,0.8363163683631637,15,0.9898334490875238
340,Precuneus_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.03134677528639293,0.42755724427557246,12,0.8982752950862952
122,Frontal_Sup_Medial_L,CBCL-stress_prob_score,-0.03127577457170147,0.7691230876912308,15,0.986185043973161
787,CSF,CBCL-stress_prob_score,0.03127577457170147,0.8817118288171183,15,0.9906701637528555
554,Parietal_Inf_L,Vineland-expressive_RAW_SCORE,-0.030996520993903334,0.42975702429757023,15,0.8982752950862952
1394,Frontal_Mid_Orb_R,Vineland-expressive_RAW_SCORE,-0.030996520993903334,0.6367363263673632,15,0.9564708765174984
205,Frontal_Sup_Orb_L,Vineland-inter_pers_rel_RAW_SCORE,0.03092786859290753,0.7907209279072093,15,0.9874622293868175
142,Frontal_Sup_Medial_R,CBCL-anxious_score,-0.030851856435193822,0.5865413458654135,15,0.9350428593504286
1380,Frontal_Mid_Orb_R,CBCL-som_comp_score,-0.030556616567607043,0.7017298270172982,15,0.9679032096790321
917,Frontal_Inf_Tri_L,CBCL-depressive_prob_score,0.030532394117056237,0.46915308469153083,15,0.8982752950862952
1215,Frontal_Inf_Oper_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.029854071701326604,0.40135986401359863,12,0.8982752950862952
964,Cerebelum_8_R,CBCL-total_problems_score,-0.029498653417206554,0.6139386061393861,15,0.9437914605904941
971,Cerebelum_8_R,Vineland-community_RAW_SCORE,0.029455112945626218,0.521947805219478,15,0.9150645484764882
1173,Frontal_Inf_Oper_L,CBCL-thought_prob_score,-0.02846941181462129,0.8313168683131686,15,0.9896629384680579
53,Postcentral_L,CBCL-thought_prob_score,0.02846941181462129,0.6967303269673033,15,0.9679032096790321
647,Frontal_Mid_L,CBCL-stress_prob_score,-0.028297129374396567,0.5347465253474653,15,0.9187330960906358
1342,Occipital_Inf_R,CBCL-rule_break_behav_score,-0.02692993864618912,0.7809219078092191,15,0.986185043973161
95,Frontal_Sup_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.026868664531193947,0.3731626837316268,12,0.8764340957208628
1067,Frontal_Inf_Orb_R,CBCL-stress_prob_score,0.026807806775744118,0.6465353464653535,15,0.9570381212669038
592,Parietal_Sup_L,Vineland-play_leisure_RAW_SCORE,-0.02662768509362724,0.36296370362963704,15,0.8764340957208628
663,Frontal_Mid_L,Vineland-receptive_RAW_SCORE,0.026588148791058232,0.6521347865213478,15,0.9583092058055475
1233,Angular_L,CBCL-externalizing_score,0.026588148791058232,0.6613338666133387,15,0.9617314488696509
695,Frontal_Inf_Tri_R,Vineland-inter_pers_rel_RAW_SCORE,-0.0265096016510636,0.9829017098290171,15,1.0
545,Parietal_Inf_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.02647058823529412,0.7007299270072993,15,0.9679032096790321
